session_duration,page_navigation_rate,input_field_activity,mouse_click_frequency,suspicious_input_patterns,form_submission_rate,csrf_token_presence,unusual_headers,client_error_rate,failed_login_attempts,unusual_sql_queries,response_time,server_error_rate,request_rate,unusual_http_methods,ip_reputation_score,brute_force_signatures,suspicious_file_uploads,is_attack
3,5,2,4,1,7,0,1,7,3,1,2410,7,418,1,2,1,1,1
20,7,1,6,1,4,0,1,14,9,1,1531,9,161,1,28,1,1,1
319,4,18,8,0,2,1,0,1,0,0,627,0,43,0,95,0,0,0
441,1,27,34,0,0,1,0,2,0,0,287,0,17,0,93,0,0,0
461,4,16,10,0,1,1,0,3,0,0,604,1,29,0,75,0,0,0
200,2,36,46,0,0,1,0,4,0,0,536,0,11,0,70,0,0,0
246,2,24,45,0,0,1,0,3,0,0,459,1,30,0,91,0,0,0
471,2,27,45,0,1,1,0,1,1,0,131,1,46,0,81,0,0,0
518,2,19,10,0,2,1,0,4,1,0,463,1,29,0,84,0,0,0
372,2,15,46,0,1,1,0,2,1,0,206,1,21,0,82,0,0,0
388,2,5,38,0,1,1,0,1,0,0,212,0,24,0,88,0,0,0
15,7,0,9,1,3,0,1,5,7,1,2325,5,364,1,7,1,1,1
226,1,14,25,0,1,1,0,2,0,0,287,1,22,0,90,0,0,0
35,7,0,1,1,3,0,1,13,8,1,1739,6,134,1,9,1,1,1
589,5,39,14,0,2,1,0,1,1,0,271,0,34,0,82,0,0,0
143,3,20,48,0,1,1,0,0,1,0,340,1,41,0,85,0,0,0
465,1,13,32,0,0,1,0,4,1,0,619,0,33,0,76,0,0,0
49,13,1,0,1,8,0,1,9,5,1,2035,13,405,1,46,1,1,1
171,3,29,22,0,1,1,0,3,0,0,548,1,40,0,91,0,0,0
155,1,10,30,0,0,1,0,0,1,0,558,1,38,0,77,0,0,0
425,2,33,42,0,0,1,0,4,0,0,548,0,13,0,98,0,0,0
167,5,35,33,0,2,1,0,0,1,0,523,1,30,0,92,0,0,0
254,4,38,45,0,0,1,0,3,0,0,669,0,48,0,85,0,0,0
52,4,26,34,0,1,1,0,1,0,0,278,0,25,0,87,0,0,0
526,4,21,31,0,1,1,0,1,1,0,710,1,27,0,71,0,0,0
328,3,9,26,0,1,1,0,3,0,0,191,0,24,0,76,0,0,0
18,7,3,5,1,5,0,1,8,4,1,1685,6,342,1,2,1,1,1
387,2,16,17,0,2,1,0,4,0,0,113,1,30,0,99,0,0,0
556,1,6,14,0,2,1,0,1,0,0,529,1,37,0,79,0,0,0
470,1,26,16,0,0,1,0,4,1,0,459,0,37,0,75,0,0,0
343,1,15,10,0,0,1,0,4,1,0,383,0,46,0,93,0,0,0
7,7,1,9,1,5,0,1,5,3,1,2396,8,441,1,26,1,1,1
95,3,34,42,0,2,1,0,1,0,0,548,1,10,0,89,0,0,0
42,13,0,6,1,3,0,1,6,4,1,1311,7,362,1,27,1,1,1
6,14,4,2,1,7,0,1,14,4,1,1851,13,242,1,15,1,1,1
392,4,13,41,0,2,1,0,1,0,0,361,0,16,0,92,0,0,0
583,3,23,29,0,0,1,0,4,1,0,328,0,27,0,97,0,0,0
150,5,23,36,0,0,1,0,1,0,0,715,1,37,0,93,0,0,0
41,6,4,3,1,3,0,1,8,6,1,1431,8,260,1,7,1,1,1
235,3,8,46,0,1,1,0,4,1,0,402,0,22,0,80,0,0,0
470,4,30,23,0,1,1,0,0,1,0,624,0,47,0,94,0,0,0
30,9,4,7,1,5,0,1,12,9,1,2410,11,286,1,49,1,1,1
488,4,26,15,0,2,1,0,3,0,0,365,1,19,0,84,0,0,0
30,6,4,5,1,3,0,1,10,3,1,2680,5,359,1,36,1,1,1
372,2,23,37,0,0,1,0,3,1,0,501,0,38,0,94,0,0,0
111,2,12,6,0,0,1,0,1,0,0,439,1,36,0,70,0,0,0
284,2,27,44,0,1,1,0,2,1,0,130,1,44,0,71,0,0,0
283,4,15,33,0,0,1,0,1,0,0,635,1,14,0,72,0,0,0
525,5,26,17,0,1,1,0,1,1,0,111,0,28,0,77,0,0,0
591,3,16,30,0,2,1,0,4,1,0,653,0,26,0,80,0,0,0
15,6,3,7,1,6,0,1,14,7,1,2785,7,455,1,20,1,1,1
345,3,27,7,0,1,1,0,0,0,0,301,0,17,0,94,0,0,0
517,2,20,35,0,1,1,0,4,0,0,230,0,10,0,82,0,0,0
570,1,11,48,0,2,1,0,3,1,0,246,0,17,0,73,0,0,0
451,2,17,41,0,2,1,0,2,0,0,446,1,38,0,79,0,0,0
152,5,21,32,0,2,1,0,4,1,0,123,0,23,0,72,0,0,0
55,1,25,17,0,2,1,0,4,1,0,286,0,48,0,72,0,0,0
325,3,18,16,0,2,1,0,1,0,0,616,1,38,0,91,0,0,0
599,1,35,38,0,0,1,0,3,1,0,556,0,10,0,77,0,0,0
60,5,13,29,0,2,1,0,4,1,0,134,1,15,0,79,0,0,0
495,5,34,19,0,2,1,0,0,0,0,126,1,20,0,91,0,0,0
424,4,22,8,0,0,1,0,1,0,0,602,0,33,0,86,0,0,0
86,5,33,37,0,2,1,0,2,0,0,529,1,45,0,93,0,0,0
26,5,0,4,1,8,0,1,7,4,1,1848,7,144,1,2,1,1,1
22,14,3,5,1,6,0,1,7,4,1,2094,6,259,1,25,1,1,1
101,5,5,8,0,1,1,0,0,0,0,115,0,12,0,74,0,0,0
79,5,25,12,0,0,1,0,0,1,0,219,1,27,0,76,0,0,0
395,3,37,43,0,2,1,0,3,1,0,538,0,32,0,97,0,0,0
43,13,3,7,1,6,0,1,8,3,1,1641,10,419,1,24,1,1,1
208,3,14,28,0,2,1,0,0,1,0,284,0,29,0,83,0,0,0
448,2,5,45,0,2,1,0,4,0,0,567,0,41,0,79,0,0,0
355,5,27,34,0,2,1,0,1,1,0,574,0,19,0,79,0,0,0
444,3,24,13,0,2,1,0,1,0,0,624,0,32,0,77,0,0,0
391,1,24,31,0,0,1,0,0,1,0,148,1,26,0,78,0,0,0
333,5,30,38,0,2,1,0,1,1,0,200,0,42,0,79,0,0,0
13,7,1,5,1,7,0,1,9,7,1,1467,8,433,1,40,1,1,1
197,2,29,48,0,2,1,0,2,1,0,692,0,11,0,92,0,0,0
537,3,36,41,0,1,1,0,3,1,0,728,0,41,0,98,0,0,0
538,4,34,30,0,1,1,0,3,1,0,128,0,22,0,75,0,0,0
42,11,2,8,1,6,0,1,11,5,1,2394,6,275,1,28,1,1,1
490,4,30,24,0,0,1,0,3,0,0,682,1,34,0,97,0,0,0
452,3,23,10,0,1,1,0,4,1,0,327,0,10,0,93,0,0,0
4,5,2,5,1,4,0,1,7,6,1,1543,11,181,1,37,1,1,1
272,4,26,27,0,2,1,0,2,1,0,799,1,27,0,78,0,0,0
305,1,31,21,0,2,1,0,0,0,0,703,1,49,0,76,0,0,0
275,4,6,14,0,1,1,0,1,1,0,620,0,39,0,92,0,0,0
440,3,36,6,0,0,1,0,1,1,0,468,0,47,0,76,0,0,0
595,1,37,25,0,2,1,0,3,1,0,486,0,22,0,98,0,0,0
49,11,2,5,1,9,0,1,11,6,1,1785,5,342,1,38,1,1,1
45,13,0,2,1,5,0,1,14,7,1,2883,14,343,1,5,1,1,1
7,12,2,1,1,9,0,1,8,7,1,1965,6,168,1,2,1,1,1
569,1,18,48,0,1,1,0,3,0,0,713,0,11,0,78,0,0,0
527,2,31,44,0,0,1,0,2,0,0,186,1,32,0,84,0,0,0
12,14,1,3,1,4,0,1,11,3,1,2189,8,311,1,18,1,1,1
481,3,30,26,0,2,1,0,0,1,0,680,1,37,0,88,0,0,0
31,7,0,3,1,3,0,1,14,6,1,2400,10,212,1,49,1,1,1
22,6,0,7,1,7,0,1,5,5,1,2493,14,326,1,16,1,1,1
336,4,18,14,0,0,1,0,2,1,0,610,1,11,0,76,0,0,0
94,3,8,41,0,0,1,0,4,1,0,596,1,30,0,82,0,0,0
142,1,27,42,0,2,1,0,0,0,0,616,1,25,0,84,0,0,0
399,3,17,31,0,1,1,0,3,0,0,275,1,31,0,90,0,0,0
114,5,36,43,0,1,1,0,3,1,0,239,1,45,0,98,0,0,0
547,3,15,46,0,0,1,0,3,0,0,205,0,11,0,83,0,0,0
13,12,4,1,1,7,0,1,11,8,1,2613,6,297,1,44,1,1,1
28,14,0,6,1,8,0,1,7,7,1,2168,10,470,1,33,1,1,1
448,5,28,16,0,1,1,0,2,0,0,731,1,42,0,79,0,0,0
339,5,25,18,0,0,1,0,2,1,0,541,0,38,0,94,0,0,0
559,3,32,47,0,1,1,0,3,0,0,295,0,31,0,99,0,0,0
40,5,3,9,1,8,0,1,13,3,1,2178,14,499,1,33,1,1,1
428,5,29,32,0,0,1,0,1,0,0,735,0,47,0,79,0,0,0
582,4,29,21,0,2,1,0,3,0,0,316,0,15,0,95,0,0,0
295,5,20,5,0,2,1,0,0,1,0,124,0,44,0,78,0,0,0
497,5,7,30,0,2,1,0,4,0,0,284,1,43,0,74,0,0,0
32,9,3,9,1,7,0,1,8,8,1,2137,6,238,1,18,1,1,1
32,10,1,6,1,9,0,1,7,3,1,2642,14,172,1,10,1,1,1
246,3,29,11,0,1,1,0,3,0,0,204,0,30,0,79,0,0,0
566,2,25,21,0,2,1,0,3,0,0,129,0,21,0,84,0,0,0
15,9,0,7,1,9,0,1,12,8,1,1740,8,235,1,5,1,1,1
37,11,2,1,1,3,0,1,14,9,1,1454,11,416,1,31,1,1,1
1,7,0,4,1,5,0,1,11,7,1,1494,10,225,1,10,1,1,1
37,14,3,8,1,3,0,1,7,5,1,846,6,396,1,9,1,1,1
188,4,30,12,0,2,1,0,4,0,0,175,0,20,0,97,0,0,0
46,13,3,2,1,8,0,1,10,4,1,1457,12,347,1,44,1,1,1
250,5,10,9,0,2,1,0,0,1,0,235,1,11,0,94,0,0,0
480,3,19,13,0,2,1,0,1,0,0,310,0,31,0,93,0,0,0
33,6,3,3,1,9,0,1,14,6,1,938,6,214,1,24,1,1,1
453,5,28,36,0,2,1,0,0,0,0,304,0,11,0,79,0,0,0
495,4,25,19,0,1,1,0,1,1,0,309,1,39,0,75,0,0,0
461,1,12,13,0,1,1,0,2,1,0,752,0,30,0,84,0,0,0
436,3,22,13,0,0,1,0,1,0,0,563,1,47,0,93,0,0,0
40,13,1,9,1,6,0,1,6,9,1,2915,9,254,1,15,1,1,1
27,10,3,8,1,5,0,1,13,6,1,2812,5,377,1,6,1,1,1
460,5,14,11,0,1,1,0,2,1,0,786,0,32,0,82,0,0,0
465,5,27,29,0,1,1,0,3,0,0,344,1,23,0,84,0,0,0
6,8,3,9,1,7,0,1,5,6,1,2900,11,205,1,17,1,1,1
454,4,36,26,0,2,1,0,3,1,0,426,0,18,0,85,0,0,0
39,8,4,3,1,5,0,1,14,8,1,1508,7,317,1,25,1,1,1
90,3,27,47,0,0,1,0,1,1,0,745,1,42,0,96,0,0,0
324,3,37,41,0,1,1,0,0,1,0,688,1,13,0,78,0,0,0
397,3,7,36,0,2,1,0,1,0,0,710,1,21,0,86,0,0,0
441,5,9,9,0,2,1,0,2,0,0,242,0,10,0,96,0,0,0
527,1,28,15,0,0,1,0,3,1,0,477,1,49,0,90,0,0,0
405,4,23,25,0,1,1,0,1,1,0,514,0,25,0,96,0,0,0
314,2,16,39,0,1,1,0,2,1,0,510,1,40,0,77,0,0,0
29,6,4,5,1,6,0,1,6,7,1,1860,6,262,1,21,1,1,1
298,4,38,29,0,1,1,0,0,0,0,763,0,29,0,73,0,0,0
548,2,18,33,0,1,1,0,2,0,0,307,0,37,0,83,0,0,0
258,4,12,31,0,1,1,0,3,0,0,601,1,11,0,70,0,0,0
174,2,12,18,0,2,1,0,2,0,0,567,1,10,0,89,0,0,0
26,7,0,4,1,9,0,1,8,4,1,1434,11,351,1,47,1,1,1
439,1,31,15,0,2,1,0,1,0,0,362,0,44,0,77,0,0,0
336,4,35,12,0,0,1,0,4,0,0,732,1,22,0,71,0,0,0
39,13,1,9,1,9,0,1,8,4,1,1398,12,476,1,19,1,1,1
455,3,22,22,0,2,1,0,1,1,0,550,1,48,0,79,0,0,0
590,3,27,11,0,0,1,0,1,1,0,443,1,11,0,91,0,0,0
128,4,27,36,0,1,1,0,1,0,0,491,1,44,0,85,0,0,0
36,7,1,2,1,9,0,1,5,5,1,2253,10,233,1,27,1,1,1
176,1,36,41,0,2,1,0,4,0,0,497,0,45,0,97,0,0,0
364,1,11,15,0,2,1,0,0,1,0,432,0,31,0,72,0,0,0
254,3,24,13,0,1,1,0,0,1,0,290,0,11,0,98,0,0,0
40,12,0,0,1,5,0,1,5,8,1,1882,13,430,1,15,1,1,1
87,2,20,40,0,2,1,0,1,0,0,723,0,21,0,97,0,0,0
22,10,1,9,1,8,0,1,6,7,1,1180,14,430,1,40,1,1,1
35,12,2,6,1,9,0,1,6,6,1,2292,5,105,1,46,1,1,1
9,14,3,3,1,3,0,1,11,9,1,999,12,332,1,37,1,1,1
446,1,31,42,0,2,1,0,3,0,0,416,1,18,0,97,0,0,0
268,2,17,45,0,1,1,0,3,0,0,314,0,48,0,85,0,0,0
438,1,14,42,0,0,1,0,1,0,0,229,1,15,0,98,0,0,0
511,3,10,32,0,0,1,0,4,0,0,425,1,20,0,81,0,0,0
170,4,16,31,0,1,1,0,2,0,0,747,1,29,0,77,0,0,0
431,4,37,28,0,2,1,0,4,1,0,220,0,23,0,91,0,0,0
17,12,0,3,1,7,0,1,11,8,1,2363,8,411,1,12,1,1,1
7,6,3,3,1,5,0,1,12,9,1,1570,5,113,1,14,1,1,1
28,8,0,1,1,6,0,1,9,4,1,2145,6,111,1,17,1,1,1
236,3,16,19,0,2,1,0,0,1,0,428,0,31,0,71,0,0,0
150,3,29,24,0,0,1,0,3,1,0,156,1,48,0,73,0,0,0
406,1,22,6,0,0,1,0,1,1,0,124,0,20,0,86,0,0,0
520,3,32,10,0,0,1,0,4,0,0,699,0,46,0,71,0,0,0
487,2,21,41,0,1,1,0,3,0,0,237,1,47,0,91,0,0,0
561,3,18,14,0,2,1,0,4,0,0,576,0,20,0,80,0,0,0
3,7,1,9,1,3,0,1,11,3,1,2025,10,443,1,11,1,1,1
389,5,38,37,0,2,1,0,4,0,0,415,1,12,0,75,0,0,0
191,4,14,46,0,0,1,0,1,1,0,542,1,47,0,85,0,0,0
525,1,32,34,0,2,1,0,0,0,0,100,0,35,0,89,0,0,0
14,7,1,0,1,8,0,1,9,3,1,1371,10,477,1,2,1,1,1
161,4,10,28,0,2,1,0,0,0,0,767,0,28,0,84,0,0,0
368,1,38,23,0,2,1,0,2,1,0,451,1,33,0,73,0,0,0
390,1,18,40,0,1,1,0,0,1,0,467,1,43,0,70,0,0,0
486,2,24,5,0,1,1,0,0,0,0,644,0,46,0,84,0,0,0
405,4,16,26,0,2,1,0,4,1,0,490,0,43,0,89,0,0,0
234,4,17,36,0,2,1,0,1,1,0,775,1,37,0,89,0,0,0
33,2,30,49,0,1,1,0,0,1,0,757,0,13,0,83,0,0,0
11,9,4,3,1,6,0,1,14,8,1,1284,14,174,1,16,1,1,1
19,5,2,3,1,6,0,1,9,3,1,2159,14,174,1,14,1,1,1
370,4,25,16,0,1,1,0,2,1,0,590,0,10,0,73,0,0,0
562,4,30,23,0,1,1,0,4,0,0,568,1,31,0,95,0,0,0
373,3,21,8,0,2,1,0,0,1,0,773,1,44,0,94,0,0,0
205,1,18,13,0,0,1,0,1,1,0,650,0,37,0,78,0,0,0
42,2,24,23,0,1,1,0,0,1,0,715,0,36,0,72,0,0,0
319,2,31,25,0,2,1,0,0,1,0,369,1,39,0,91,0,0,0
542,5,20,37,0,2,1,0,1,1,0,631,0,23,0,80,0,0,0
187,4,19,17,0,0,1,0,4,1,0,510,0,27,0,89,0,0,0
127,3,35,13,0,2,1,0,0,0,0,602,0,10,0,92,0,0,0
102,5,15,31,0,0,1,0,3,0,0,383,0,49,0,84,0,0,0
3,13,3,9,1,9,0,1,10,3,1,2110,6,384,1,3,1,1,1
535,1,25,38,0,0,1,0,2,1,0,330,0,49,0,74,0,0,0
209,1,11,37,0,1,1,0,2,0,0,496,0,39,0,74,0,0,0
525,2,24,22,0,2,1,0,4,1,0,320,0,28,0,77,0,0,0
549,3,5,30,0,2,1,0,4,1,0,233,0,13,0,98,0,0,0
178,1,9,33,0,0,1,0,0,1,0,710,0,17,0,82,0,0,0
9,12,3,1,1,4,0,1,5,8,1,2989,9,177,1,41,1,1,1
430,3,9,36,0,2,1,0,4,0,0,585,1,41,0,80,0,0,0
211,4,9,35,0,0,1,0,4,1,0,201,1,20,0,76,0,0,0
593,1,36,35,0,2,1,0,1,1,0,557,1,45,0,92,0,0,0
567,1,15,42,0,0,1,0,0,1,0,399,0,20,0,74,0,0,0
30,10,0,1,1,4,0,1,11,5,1,2783,5,346,1,48,1,1,1
147,2,9,23,0,0,1,0,2,0,0,466,0,32,0,84,0,0,0
46,14,3,2,1,5,0,1,13,4,1,1698,6,498,1,36,1,1,1
174,2,35,40,0,1,1,0,0,0,0,119,0,43,0,75,0,0,0
16,11,1,3,1,8,0,1,9,5,1,1096,7,161,1,44,1,1,1
41,9,2,5,1,6,0,1,8,7,1,2145,12,328,1,7,1,1,1
179,3,6,29,0,0,1,0,2,1,0,640,0,40,0,99,0,0,0
527,1,28,26,0,0,1,0,2,1,0,269,1,26,0,88,0,0,0
14,14,1,4,1,3,0,1,8,8,1,1118,11,203,1,4,1,1,1
203,4,30,29,0,2,1,0,2,1,0,179,1,44,0,76,0,0,0
459,1,17,18,0,0,1,0,4,0,0,652,0,11,0,92,0,0,0
323,2,38,16,0,1,1,0,3,1,0,443,0,38,0,75,0,0,0
596,1,35,36,0,0,1,0,2,1,0,422,0,24,0,86,0,0,0
547,1,7,18,0,0,1,0,2,0,0,745,1,21,0,72,0,0,0
215,3,10,40,0,0,1,0,4,0,0,448,1,27,0,99,0,0,0
63,5,11,18,0,2,1,0,2,0,0,780,0,43,0,98,0,0,0
273,1,37,26,0,0,1,0,1,0,0,548,1,29,0,82,0,0,0
563,2,13,5,0,1,1,0,0,1,0,342,1,18,0,82,0,0,0
107,5,33,28,0,2,1,0,4,0,0,703,0,19,0,78,0,0,0
23,7,1,4,1,5,0,1,8,9,1,2209,7,217,1,44,1,1,1
76,5,35,26,0,0,1,0,4,0,0,110,1,32,0,72,0,0,0
206,4,16,11,0,1,1,0,3,1,0,483,0,29,0,89,0,0,0
310,2,25,18,0,2,1,0,2,0,0,584,0,47,0,99,0,0,0
483,1,38,6,0,1,1,0,3,1,0,580,0,44,0,85,0,0,0
47,7,0,4,1,6,0,1,10,4,1,2036,10,264,1,31,1,1,1
26,13,0,8,1,9,0,1,14,4,1,1086,10,206,1,9,1,1,1
536,4,24,24,0,2,1,0,0,1,0,513,1,17,0,87,0,0,0
159,3,17,48,0,0,1,0,4,0,0,320,1,29,0,91,0,0,0
54,4,25,44,0,1,1,0,1,0,0,282,1,41,0,74,0,0,0
20,8,3,5,1,4,0,1,5,9,1,853,10,409,1,41,1,1,1
117,3,37,6,0,0,1,0,3,1,0,144,0,29,0,73,0,0,0
34,8,3,2,1,4,0,1,7,6,1,2849,9,127,1,43,1,1,1
97,2,30,6,0,0,1,0,0,1,0,632,1,48,0,93,0,0,0
289,5,21,39,0,1,1,0,0,1,0,314,0,10,0,88,0,0,0
281,4,36,33,0,0,1,0,1,1,0,735,1,43,0,72,0,0,0
6,7,0,5,1,6,0,1,13,4,1,2175,12,190,1,47,1,1,1
25,6,2,3,1,9,0,1,6,8,1,1099,8,265,1,5,1,1,1
356,4,21,17,0,0,1,0,1,1,0,316,0,18,0,71,0,0,0
588,1,31,34,0,0,1,0,4,0,0,265,1,38,0,88,0,0,0
311,5,13,25,0,1,1,0,4,1,0,546,1,36,0,73,0,0,0
300,1,32,15,0,1,1,0,2,0,0,267,0,43,0,71,0,0,0
282,1,6,45,0,1,1,0,2,1,0,344,1,32,0,92,0,0,0
49,11,3,8,1,9,0,1,9,5,1,806,7,392,1,36,1,1,1
33,5,38,28,0,2,1,0,0,1,0,205,0,11,0,78,0,0,0
278,3,24,20,0,1,1,0,4,1,0,199,1,39,0,80,0,0,0
442,2,26,47,0,2,1,0,1,1,0,666,0,41,0,91,0,0,0
134,2,18,46,0,2,1,0,3,0,0,570,0,16,0,83,0,0,0
188,5,15,17,0,1,1,0,3,0,0,260,1,42,0,98,0,0,0
15,10,4,2,1,6,0,1,5,3,1,1139,12,168,1,17,1,1,1
14,7,0,0,1,8,0,1,9,4,1,1100,9,341,1,11,1,1,1
512,4,23,22,0,0,1,0,2,0,0,572,0,10,0,78,0,0,0
550,2,29,39,0,1,1,0,4,0,0,728,0,31,0,83,0,0,0
316,4,22,37,0,2,1,0,0,1,0,645,1,27,0,98,0,0,0
361,4,12,34,0,2,1,0,1,1,0,439,1,18,0,90,0,0,0
352,3,23,16,0,2,1,0,4,0,0,682,0,30,0,80,0,0,0
54,3,28,17,0,1,1,0,3,1,0,668,1,28,0,98,0,0,0
27,13,2,6,1,7,0,1,14,6,1,2011,5,271,1,22,1,1,1
11,6,0,1,1,6,0,1,11,3,1,2081,5,165,1,31,1,1,1
22,14,3,4,1,6,0,1,6,9,1,2007,6,113,1,6,1,1,1
481,5,31,23,0,0,1,0,2,0,0,417,1,15,0,95,0,0,0
167,5,20,8,0,1,1,0,0,0,0,626,0,39,0,83,0,0,0
198,2,39,44,0,1,1,0,3,1,0,778,0,22,0,81,0,0,0
23,6,2,3,1,6,0,1,13,6,1,2142,14,389,1,6,1,1,1
310,3,19,37,0,0,1,0,1,0,0,729,1,32,0,88,0,0,0
489,1,39,8,0,1,1,0,4,1,0,734,0,23,0,98,0,0,0
34,11,4,0,1,6,0,1,12,9,1,1947,11,354,1,0,1,1,1
1,5,3,9,1,9,0,1,8,8,1,1394,5,485,1,12,1,1,1
357,1,25,15,0,0,1,0,1,0,0,613,0,42,0,95,0,0,0
46,6,3,7,1,5,0,1,12,5,1,2579,8,113,1,36,1,1,1
19,7,1,5,1,4,0,1,9,6,1,1959,11,375,1,45,1,1,1
468,1,34,25,0,0,1,0,1,0,0,259,0,41,0,74,0,0,0
30,7,4,7,1,6,0,1,11,3,1,1121,8,342,1,3,1,1,1
16,5,2,2,1,3,0,1,8,3,1,1906,12,281,1,8,1,1,1
17,6,3,5,1,7,0,1,10,4,1,1720,8,152,1,9,1,1,1
1,12,1,0,1,9,0,1,10,4,1,2738,11,197,1,47,1,1,1
36,10,2,0,1,3,0,1,9,6,1,1545,8,254,1,31,1,1,1
577,1,19,6,0,2,1,0,2,0,0,396,0,40,0,82,0,0,0
310,3,29,42,0,2,1,0,2,1,0,541,0,29,0,85,0,0,0
4,6,4,8,1,7,0,1,9,3,1,967,5,323,1,37,1,1,1
20,14,3,4,1,9,0,1,6,8,1,2372,8,278,1,19,1,1,1
432,3,37,19,0,2,1,0,4,1,0,362,0,29,0,99,0,0,0
29,7,0,6,1,9,0,1,11,8,1,2130,7,191,1,33,1,1,1
554,1,26,10,0,2,1,0,4,1,0,235,0,29,0,76,0,0,0
240,4,33,33,0,1,1,0,2,1,0,139,0,45,0,92,0,0,0
355,4,26,36,0,1,1,0,3,0,0,146,1,19,0,86,0,0,0
345,2,5,8,0,0,1,0,1,1,0,717,1,25,0,75,0,0,0
427,2,35,10,0,1,1,0,2,0,0,280,1,23,0,92,0,0,0
32,7,1,8,1,3,0,1,12,3,1,2172,5,435,1,23,1,1,1
506,4,12,46,0,2,1,0,0,0,0,366,0,49,0,70,0,0,0
569,4,28,15,0,0,1,0,1,1,0,463,0,18,0,78,0,0,0
245,2,13,26,0,2,1,0,1,1,0,158,1,14,0,95,0,0,0
14,6,2,0,1,6,0,1,11,3,1,1555,12,454,1,42,1,1,1
554,3,36,23,0,0,1,0,4,1,0,536,0,35,0,89,0,0,0
126,5,34,35,0,0,1,0,3,0,0,251,0,31,0,70,0,0,0
140,1,29,9,0,1,1,0,3,1,0,122,1,40,0,95,0,0,0
420,2,6,13,0,0,1,0,2,0,0,588,0,38,0,77,0,0,0
576,5,21,32,0,1,1,0,2,0,0,195,0,16,0,90,0,0,0
3,14,1,0,1,9,0,1,8,9,1,2769,14,297,1,10,1,1,1
379,3,17,15,0,1,1,0,4,1,0,728,1,23,0,87,0,0,0
24,5,4,5,1,9,0,1,13,8,1,1719,11,136,1,42,1,1,1
128,3,16,21,0,0,1,0,3,1,0,507,0,10,0,73,0,0,0
388,1,7,21,0,2,1,0,0,0,0,584,0,16,0,87,0,0,0
173,1,30,29,0,1,1,0,3,1,0,746,0,22,0,79,0,0,0
117,4,16,20,0,1,1,0,1,1,0,337,0,11,0,73,0,0,0
283,5,23,35,0,2,1,0,4,1,0,768,1,21,0,84,0,0,0
82,2,20,11,0,1,1,0,4,1,0,178,1,38,0,80,0,0,0
6,12,0,7,1,7,0,1,13,5,1,1415,10,313,1,25,1,1,1
49,2,25,10,0,0,1,0,4,0,0,237,1,42,0,80,0,0,0
482,3,20,6,0,0,1,0,4,0,0,739,0,13,0,93,0,0,0
180,3,17,35,0,1,1,0,2,1,0,790,0,46,0,90,0,0,0
299,1,34,39,0,0,1,0,0,1,0,222,1,12,0,86,0,0,0
313,1,15,18,0,1,1,0,0,1,0,508,1,23,0,95,0,0,0
418,4,15,37,0,2,1,0,4,1,0,358,0,11,0,94,0,0,0
485,5,31,31,0,2,1,0,4,1,0,590,1,23,0,77,0,0,0
37,6,3,7,1,6,0,1,5,5,1,1453,14,356,1,7,1,1,1
500,3,12,10,0,0,1,0,4,0,0,338,1,13,0,98,0,0,0
564,3,27,28,0,1,1,0,2,1,0,367,0,46,0,71,0,0,0
9,12,2,9,1,3,0,1,8,9,1,1546,11,393,1,18,1,1,1
215,1,35,36,0,0,1,0,1,0,0,441,1,41,0,84,0,0,0
16,14,3,0,1,8,0,1,5,7,1,2843,12,331,1,23,1,1,1
340,5,28,49,0,0,1,0,0,0,0,558,1,34,0,75,0,0,0
165,4,15,15,0,1,1,0,2,1,0,593,1,35,0,85,0,0,0
129,1,26,34,0,0,1,0,3,1,0,697,0,18,0,96,0,0,0
482,5,17,27,0,0,1,0,3,0,0,779,0,39,0,81,0,0,0
534,5,20,10,0,1,1,0,2,1,0,395,1,45,0,99,0,0,0
585,2,28,29,0,1,1,0,0,0,0,716,0,23,0,81,0,0,0
452,3,28,14,0,1,1,0,0,0,0,362,1,21,0,72,0,0,0
472,4,15,35,0,2,1,0,1,1,0,653,0,44,0,74,0,0,0
497,3,36,40,0,1,1,0,0,0,0,607,1,18,0,94,0,0,0
25,9,3,1,1,4,0,1,11,6,1,1851,8,384,1,6,1,1,1
105,4,31,15,0,1,1,0,4,0,0,390,0,46,0,97,0,0,0
18,14,0,2,1,6,0,1,12,7,1,1523,8,165,1,8,1,1,1
311,5,6,28,0,0,1,0,3,1,0,216,0,34,0,75,0,0,0
20,5,3,1,1,8,0,1,14,8,1,2473,12,153,1,18,1,1,1
432,1,9,8,0,2,1,0,0,0,0,524,0,30,0,70,0,0,0
518,3,6,9,0,2,1,0,3,0,0,580,0,35,0,71,0,0,0
556,3,39,8,0,2,1,0,3,0,0,526,0,29,0,79,0,0,0
501,4,6,16,0,0,1,0,1,1,0,395,0,21,0,75,0,0,0
22,6,3,5,1,5,0,1,10,6,1,2045,8,136,1,1,1,1,1
5,11,3,9,1,8,0,1,13,6,1,2117,9,216,1,8,1,1,1
5,10,3,9,1,3,0,1,12,4,1,1926,10,204,1,21,1,1,1
135,3,11,28,0,1,1,0,4,0,0,683,0,37,0,79,0,0,0
305,2,37,24,0,0,1,0,4,1,0,210,1,47,0,82,0,0,0
70,5,16,47,0,0,1,0,3,0,0,366,1,21,0,80,0,0,0
26,10,0,5,1,8,0,1,10,3,1,1265,14,468,1,13,1,1,1
404,1,30,36,0,2,1,0,3,0,0,722,0,47,0,76,0,0,0
